show_id,rating,duration,listed_in,description
s918,TV-MA,109 min,"Documentaries, Dramas","From his rise in the auto industry to his fall from grace, John DeLorean's legacy of power, fast cars and drugs comes to life in this documentary."
s919,TV-PG,1 Season,Reality TV,Actor Jaaved Jaafferi brings his signature humor to this Hindi dubbing of the show where teams creatively navigate rooms flooded with make-believe lava.
s920,TV-MA,1 Season,"Crime TV Shows, Docuseries","The Son of Sam case grew into a lifelong obsession for journalist Maury Terry, who became convinced that the murders were linked to a satanic cult."
s921,TV-PG,2 Seasons,TV Dramas,Iconic Mexican-American performer Selena rises to fame as she and her family make sacrifices in order to achieve their lifelong dreams.
s922,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas",An attempt to launder stolen money finances a cryptocurrency that puts entrepreneurs in business with a corrupt FBI agent and a Miami gang.
s923,TV-MA,109 min,"Dramas, Independent Movies, Thrillers",A teenager's picture-perfect family is torn apart when he uncovers unnerving evidence of a serial killer close to home.
s924,TV-Y,2 Seasons,Kids' TV,"Six-year old Hank and his best pal, a giant trash truck, explore the world around them on fantastical adventures with their animal friends."
s925,PG,88 min,"Children & Family Movies, Comedies",The Galactic Patrol is on the hunt for Deputy Rod Allbright's body. Now they must team up with old and new friends to stop the body-snatching fiend.
s926,TV-Y,2 Seasons,"British TV Shows, Kids' TV","Angelina is crazy about ballet dancing, even though she's a young mouse, and studies hard with a famous teacher to become a prima ballerina."
s927,R,97 min,"Action & Adventure, Dramas","In Los Angeles, recently paroled O2 teams up with a street-smart hustler when a gang hijacks his car and holds his son for ransom."
s928,TV-Y,2 Seasons,Kids' TV,"Barney the purple dinosaur, Baby Bop and B.J. are still bringing smiles to kids' faces with their nonstop adventures, stories, games and guests."
s929,PG-13,97 min,"Action & Adventure, Sports Movies",Personal problems and racial tensions distract the members of a U.S. karate team handpicked to compete in an international martial arts competition.
s930,R,99 min,"Action & Adventure, Horror Movies","At the devil's bidding, a deceased outlaw returns to life bent on protecting an ancient relic from a group of soldiers — and raising all kinds of hell."
s931,R,95 min,"Action & Adventure, Comedies","Days before his pregnant wife's due date, Peter lands on the ""no-fly"" list, forcing him to drive across the country with an irritating slacker."
s932,PG-13,91 min,Comedies,"After losing their high-paying corporate jobs, an upwardly mobile couple turns to robbing banks to maintain their standard of living."
s933,R,115 min,Action & Adventure,"A US Army officer uncovers a conspiracy about weapons of mass destruction in Iraq, launching a crusade that creates enemies within his own military."
s934,G,93 min,"Children & Family Movies, Dramas","When his master dies, a loyal pooch named Hachiko keeps a vigil for more than a decade at the train station where he once greeted his owner every day."
s935,R,109 min,"Dramas, Independent Movies","In an elaborate hoax, a young woman pretends to be the acclaimed writer JT LeRoy, a fictional persona invented by her writer sister-in-law."
s936,PG,96 min,"Children & Family Movies, Comedies","Next stop: New York! But to get back home, Alex and friends must hitch a ride with a traveling European circus and evade an evil animal-control officer."
s937,TV-Y7,1 Season,Kids' TV,Animals with special powers transform into superheroes with robot dinosaurs to protect peace on Earth from menacing villains.
s938,TV-Y7,78 min,"Children & Family Movies, Comedies","A trip to a magical land of dragons turns action-packed when Motu, Patlu and friends must help protect the kingdom from an evil neighbor."
s939,TV-Y7,87 min,"Children & Family Movies, Comedies, Music & Musicals","A board game becomes all too real for buddies Motu and Patlu when they get transported into its world of monsters, magic and mayhem."
s940,TV-Y7,76 min,"Children & Family Movies, Music & Musicals","When pals Motu and Patlu take a ride in their scientist friend’s newly built plane, a crash-landing on a strange island leads to action and adventure."
s941,TV-Y7,76 min,"Children & Family Movies, Comedies",Friends Motu and Patlu get more maritime excitement than anticipated when the sinking of their ship sends them on a journey through the ocean floor!
s942,TV-Y7,71 min,"Children & Family Movies, Comedies",An otherworldly enemy has been turning the moon’s soil into gold for his own greedy interests! Can friends Motu and Patlu stop him?
s943,R,138 min,"Dramas, Thrillers","Haunted by a monstrous crime, three childhood friends in Boston cross paths again decades later in connection with a murder investigation."
s944,PG-13,113 min,"Action & Adventure, Dramas, Sports Movies","When a quick-tempered teen moves to a new town and faces the challenges of attending a new high school, he seeks solace in an underground fight club."
s945,TV-MA,94 min,Action & Adventure,A disgraced security agent who specializes in transporting valuable objects gets a shot at redemption when he's hired to safeguard a precious antique.
s946,TV-MA,89 min,"Dramas, International Movies","After living 50 years in the UK, Anthony Bryan is wrongfully detained by the government and threatened with deportation. Based on true events."
s947,PG-13,121 min,"Action & Adventure, Sci-Fi & Fantasy",An Egyptologist joins a mission into the unknown when he helps the military unlock the mystery of a stone archway that's a portal to another universe.
s948,PG-13,127 min,"Dramas, Thrillers",A veteran journalist teams up with a young reporter to untangle a web of lies surrounding the suspicious death of a woman tied to a powerful politician.
s949,TV-14,94 min,Comedies,"When two college roommates develop a discreet hookup app, casual affairs – and complications – soon run rampant on campus."
s950,PG-13,89 min,"Action & Adventure, Sci-Fi & Fantasy",Young Americans visit Moscow when the city is turned upside down by an alien invasion and band together with the locals to fight back.
s951,PG-13,136 min,"Dramas, International Movies, Sci-Fi & Fantasy","In the aftermath of her murder, 14-year-old Susie watches from beyond as her loved ones mourn and search for her killer who is hiding in plain sight."
s952,R,89 min,"Comedies, Romantic Movies","After meeting her potential soul mate, a commitment-averse young woman hits the road with her best friend on a wild, raunchy misadventure to find him."
s953,R,99 min,"Action & Adventure, Comedies",An unhappily married dentist becomes mixed up with mobsters and murder plots when he discovers that a notorious hit man has moved in next door.
s954,R,93 min,"Dramas, Thrillers","Trying to earn an acquittal for a teen client accused of murdering his wealthy father, a defense attorney uncovers disturbing facts about the victim."
s955,TV-PG,85 min,"Children & Family Movies, Comedies",An explorer and a detective set off for the snow-capped Himalayas to try to prove the existence of the mystical Yeti in this animated adventure.
s956,R,102 min,Action & Adventure,A disgruntled former CIA operative and his group of terrorists commandeer a nuclear battleship. Standing in their way is one tough cook.
s957,R,101 min,"Comedies, Independent Movies, Romantic Movies",Zack and Miri make and star in an adult film to bring in easy money. But their unspoken feelings for each other might threaten the whole enterprise.
s958,TV-PG,1 Season,Reality TV,Follow talent management company Pets on Q as they work with the biggest animal influencers on social media in this reality series.
s959,TV-14,113 min,"Dramas, International Movies","After his affluent father passes, a man must survive seven days in the Nigerian neighborhood of Ajegunle, where obstacles keep him from his inheritance."
s960,TV-MA,128 min,"Dramas, Independent Movies, International Movies","Self-doubt, sacrifice and struggle converge into an existential crisis for a devoted classical vocalist as the mastery he strives for remains elusive."
s961,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","An accidental killing leads a man down a dark hole of intrigue and murder. Just as he finds love and freedom, one phone call brings back the nightmare."
s962,PG,114 min,"Children & Family Movies, Comedies",A robot apocalypse put the brakes on their cross-country road trip. Now it’s up to the Mitchells — the world’s weirdest family — to save the human race.
s963,R,85 min,Horror Movies,Home-invasion horror comes to the trailer park when a family arrives at a mobile home community to find nobody there but a trio of masked murderers.
